OriginalTweet,encoded_sentiment
This is crazy supermarket employees are telling about fist fights and being threatened by shoppers over stock Covid 19 ZombieApocalypse,0
They just closed every school in my County until April 13th Another day passed and I didn t go to the grocery store because I heard all the shelves in the stores were bare Over it COVID2019 TompkinsCountyNY,2
Via U S stock exchanges experienced historic drops March 12 despite a 1 5 trillion cash infusion from the Federal Reserve coronavirusoutbreak coronavirus food foodindustry economics federalreserve foodinstitute,2
The grocery store was out of every frozen vegetable except okra I ve never related to a vegetable more than in that moment Covid 19 coronavirus,2
Wegmans Shoprite other retailers limit some purchases as coronavirus panic buying hits Lehigh Valley Covid 19,1
I went to the grocery store today just to get my normal groceries and people were crawling over each other yelling at each other and being overall extremely rude to the staff all due to Covid 19 If this is what we can expect going forward I m going to root for the virus,1
Went to the grocery store today panic shopping was so big opened a 2nd register Covid 19 coronavirus,1
Allaying the concerns of some residents who are rushing to stores for panic buying the ministry has released statement for the citizens on the stocks available CoronavirusPandemic CoronaOutbreak Covid 19 Qatar QatarLiving Qatarnews,1
So the country were I live is closing everything expected for supermarket and pharmacies during 2 weeks starting from tomorrow because of the Covid 19,2
If you have the budget to stock up on food potentially having a pantry that can feed you all for weeks a month or longer please think about others in the US who cannot afford to stock up You can help by buying extra to donate to food banks ASAP,0
This not the time to act selfish don t go buying half of the grocery store just cause you are panicking We are all together in this coronavirus Covid 19 TogetherWeAreBulletproof,0
Government NOW controls all sports concerts colleges whether U can leave house depleted all toilet paper food controls all travel See how easy it was Panic hysteria complete control of whole world over a virus All freedom gone overnight Covid 19 CoronavirusPandemic,2
I live in Italy where currently we are not allowed to leave our houses except for the supermarket and I already witnessed a lot of rudeness and selfishness among the people I pray that people realize that the most important thing now is empathy and helpfulness Covid 19 Corona,2
I m in the grocery store Baby wipes are almost gone Please save baby wipes for babies coronavirus Da Baby COVID2019 COVID19 coronapocalypse CoronaOutbreak,0
Friday evening funny And seriously I want to thank ALL healthcare grocery store and service industry workers working hard 24 7 Covid 19 FridayVibes FridayThe13th,2
Covid 19 Settle down people Saw this at my grocery store just now TraderJoes needs to post this on their front door COVID19US,2
COVID 19 has me shopping online for home delivery SAVE with Rakuten amp earn cash back I love getting Cash Back and think you will too Join for free and get 10 when you spend 25,0
I am in the Italian city farthest from the sea and as every day the local supermarket got fresh fish and seafood today except for lobsters Italy Covid 19,2
remember that burrito chain w the 350 stock the 1 that couldn t properly contain e coli amp only now w Covid 19 have they changed their tune it s time gov close fast food down or mandate sick leave now cc,2
My wife came back from the grocery store with rice amp coconuts so we should be good Covid 19 Survivor,2
As expected got my first email from local grocery store that express pick up is experiencing higher than usual demand This will be the norm for quite some time now Covid 19,1
Tommorow all bars have to close in Belgium So what do they do tonight Organizing lockdown parties with reduced beer prices crazy insane COVID2019 CoronaOutbreak COVID19BE,2
This Friday the 13th is a nightmare for supermarket employees People are panic buying a day after Duterte announced an NCR lockdown Carts are filled w all sorts of noodles I guess these Metro Manila residents will be on pancit canton bihon diet for a month Covid 19,1
Items such as toilet roll tinned food amp hand sanitiser have been disappearing from supermarket shelves The gov have told us supply chains are robust and warned that panic buying could create problems Experts joined us to talk about this issue,1
Switzerland is not doing enough as retail post banks grocery store convenient outlets publ transport operate as normal No protection of their workers and its customers Meanwhile the COVID 19 is on its race track Shouldn t a popular party get the grit,2
Anyone with information about price gouging call 800 432 2310 to request a paper complaint form be sent by mail or file a complaint with the Attorney General s Consumer Protection Division online at coronavirus panicbuying Covid 19 kansas,1
People that are panic buying are just falling into another world gone mad phases This week s shopping food I got one or two extra bits but not overboard like I m seeing online Covid 19,0
Scenes from inside my local supermarket scary CoronavirusPandemic Covid 19 COVID 19uk Fallout,1
Trader Joe s is the retail space at my work amp there is an hour and a half wait just to ENTER their mostly empty store coronavirus,1
Gas prices dropping and airline tickets practically free Yet everything that would be fun to see or do is cancelled coronavirus Covid 19 panic fml,0
based on reports grocery store reports I m doomed Wife not dooms day prep per usually keeps enough food for next 24hrs Covid 19,1
I hope when this Covid 19 is under control that we all might consider that millions live with fear of untreatable disease all there life and dont have a supermarket for handwash toilet roll amp pasta Maybe this is a wake up call for all of us No human deserves this,1
